"","fips","SCC","Pollutant","Emissions","type","year","summ"
"326","24510","10200602","PM25-PRI",10.46,"POINT","2002",5635780.49823926
"327","24510","10200603","PM25-PRI",0.51,"POINT","2002",5635780.49823926
"328","24510","10300402","PM25-PRI",2.86,"POINT","2002",5635780.49823926
"329","24510","10300502","PM25-PRI",0.58,"POINT","2002",5635780.49823926
"330","24510","10300601","PM25-PRI",0.81,"POINT","2002",5635780.49823926
"331","24510","10300602","PM25-PRI",1.56,"POINT","2002",5635780.49823926
"332","24510","10300603","PM25-PRI",0.03,"POINT","2002",5635780.49823926
"333","24510","10500106","PM25-PRI",0.06,"POINT","2002",5635780.49823926
"334","24510","20300101","PM25-PRI",1.06,"POINT","2002",5635780.49823926
"335","24510","30100699","PM25-PRI",5.11,"POINT","2002",5635780.49823926
"336","24510","30100902","PM25-PRI",0.31,"POINT","2002",5635780.49823926
"337","24510","30100999","PM25-PRI",2.9,"POINT","2002",5635780.49823926
"338","24510","30101202","PM25-PRI",0.71,"POINT","2002",5635780.49823926
"339","24510","30101401","PM25-PRI",6.12,"POINT","2002",5635780.49823926
"340","24510","30101503","PM25-PRI",0.29,"POINT","2002",5635780.49823926
"341","24510","30103311","PM25-PRI",0.25,"POINT","2002",5635780.49823926
"342","24510","30103399","PM25-PRI",0.03,"POINT","2002",5635780.49823926
"343","24510","30103501","PM25-PRI",0.4,"POINT","2002",5635780.49823926
"344","24510","30121101","PM25-PRI",8.17,"POINT","2002",5635780.49823926
"345","24510","30183001","PM25-PRI",9.7,"POINT","2002",5635780.49823926
"346","24510","30200504","PM25-PRI",0.01,"POINT","2002",5635780.49823926
"347","24510","30200899","PM25-PRI",0.95,"POINT","2002",5635780.49823926
"348","24510","30201599","PM25-PRI",70.27,"POINT","2002",5635780.49823926
"349","24510","30201651","PM25-PRI",11.32,"POINT","2002",5635780.49823926
"350","24510","30203202","PM25-PRI",0.15,"POINT","2002",5635780.49823926
"351","24510","30299999","PM25-PRI",56.02,"POINT","2002",5635780.49823926
"352","24510","30300303","PM25-PRI",0.13,"POINT","2002",5635780.49823926
"353","24510","30301010","PM25-PRI",0.36,"POINT","2002",5635780.49823926
"354","24510","30301201","PM25-PRI",20.21,"POINT","2002",5635780.49823926
"355","24510","30500103","PM25-PRI",6.07,"POINT","2002",5635780.49823926
"356","24510","30500198","PM25-PRI",0.68,"POINT","2002",5635780.49823926
"357","24510","30500401","PM25-PRI",24.97,"POINT","2002",5635780.49823926
"358","24510","30500402","PM25-PRI",20.34,"POINT","2002",5635780.49823926
"359","24510","30500499","PM25-PRI",39.31,"POINT","2002",5635780.49823926
"360","24510","30501301","PM25-PRI",2.87,"POINT","2002",5635780.49823926
"361","24510","30501402","PM25-PRI",49.31,"POINT","2002",5635780.49823926
"362","24510","30501502","PM25-PRI",0.27,"POINT","2002",5635780.49823926
"363","24510","30501504","PM25-PRI",0.37,"POINT","2002",5635780.49823926
"364","24510","30501508","PM25-PRI",1.27,"POINT","2002",5635780.49823926
"365","24510","30501509","PM25-PRI",2.03,"POINT","2002",5635780.49823926
"366","24510","30501513","PM25-PRI",5.9,"POINT","2002",5635780.49823926
"367","24510","30501517","PM25-PRI",5.51,"POINT","2002",5635780.49823926
"368","24510","30501518","PM25-PRI",1.11,"POINT","2002",5635780.49823926
"369","24510","30501519","PM25-PRI",6.56,"POINT","2002",5635780.49823926
"370","24510","30501520","PM25-PRI",12.93,"POINT","2002",5635780.49823926
"371","24510","30501521","PM25-PRI",2.74,"POINT","2002",5635780.49823926
"372","24510","30509203","PM25-PRI",0.11,"POINT","2002",5635780.49823926
"373","24510","30510198","PM25-PRI",0.61,"POINT","2002",5635780.49823926
"374","24510","30510205","PM25-PRI",5.07,"POINT","2002",5635780.49823926
"375","24510","30599999","PM25-PRI",114.45,"POINT","2002",5635780.49823926
"376","24510","31299999","PM25-PRI",0.91,"POINT","2002",5635780.49823926
"377","24510","40201619","PM25-PRI",0.42,"POINT","2002",5635780.49823926
"378","24510","40201620","PM25-PRI",0.08,"POINT","2002",5635780.49823926
"379","24510","40201628","PM25-PRI",0.17,"POINT","2002",5635780.49823926
"380","24510","40201631","PM25-PRI",4.46,"POINT","2002",5635780.49823926
"381","24510","40201699","PM25-PRI",0.16,"POINT","2002",5635780.49823926
"382","24510","40500401","PM25-PRI",0.02,"POINT","2002",5635780.49823926
"383","24510","50100101","PM25-PRI",17.15,"POINT","2002",5635780.49823926
"384","24510","50200501","PM25-PRI",2.59,"POINT","2002",5635780.49823926
"385","24510","50200504","PM25-PRI",3.65,"POINT","2002",5635780.49823926
"386","24510","50300103","PM25-PRI",2.34,"POINT","2002",5635780.49823926
"387","24510","50400201","PM25-PRI",3.87,"POINT","2002",5635780.49823926
"388","24510","2102001000","PM25-PRI",40.64,"NONPOINT","2002",5635780.49823926
"389","24510","2102002000","PM25-PRI",159.78,"NONPOINT","2002",5635780.49823926
"390","24510","2103011000","PM25-PRI",0.92,"NONPOINT","2002",5635780.49823926
"391","24510","2103002000","PM25-PRI",2.03,"NONPOINT","2002",5635780.49823926
"392","24510","2103004000","PM25-PRI",12.95,"NONPOINT","2002",5635780.49823926
"393","24510","2103005000","PM25-PRI",0.73,"NONPOINT","2002",5635780.49823926
"394","24510","2103006000","PM25-PRI",1.78,"NONPOINT","2002",5635780.49823926
"395","24510","2103007000","PM25-PRI",0.01,"NONPOINT","2002",5635780.49823926
"396","24510","2311010000","PM25-PRI",1.3,"NONPOINT","2002",5635780.49823926
"397","24510","2311020000","PM25-PRI",57.14,"NONPOINT","2002",5635780.49823926
"398","24510","2311030000","PM25-PRI",25.89,"NONPOINT","2002",5635780.49823926
"399","24510","2104008000","PM25-PRI",242.87,"NONPOINT","2002",5635780.49823926
"400","24510","2104008070","PM25-PRI",83.55,"NONPOINT","2002",5635780.49823926
"401","24510","2104011000","PM25-PRI",1.61,"NONPOINT","2002",5635780.49823926
"402","24510","2294000000","PM25-PRI",26.06,"NONPOINT","2002",5635780.49823926
"403","24510","2302002100","PM25-PRI",24.77,"NONPOINT","2002",5635780.49823926
"404","24510","2302002200","PM25-PRI",143.04,"NONPOINT","2002",5635780.49823926
"405","24510","2302003100","PM25-PRI",28.14,"NONPOINT","2002",5635780.49823926
"406","24510","2302003200","PM25-PRI",2.92,"NONPOINT","2002",5635780.49823926
"407","24510","2601000000","PM25-PRI",18.13,"NONPOINT","2002",5635780.49823926
"408","24510","2610000100","PM25-PRI",0,"NONPOINT","2002",5635780.49823926
"409","24510","2610000400","PM25-PRI",0,"NONPOINT","2002",5635780.49823926
"410","24510","2610000500","PM25-PRI",215.35,"NONPOINT","2002",5635780.49823926
"411","24510","2610030000","PM25-PRI",0,"NONPOINT","2002",5635780.49823926
"412","24510","2801000003","PM25-PRI",347.59,"NONPOINT","2002",5635780.49823926
"413","24510","2810005000","PM25-PRI",0,"NONPOINT","2002",5635780.49823926
"414","24510","2810030000","PM25-PRI",13.48,"NONPOINT","2002",5635780.49823926
"415","24510","2810050000","PM25-PRI",10.17,"NONPOINT","2002",5635780.49823926
"416","24510","2102004000","PM25-PRI",2.46,"NONPOINT","2002",5635780.49823926
"417","24510","2102005000","PM25-PRI",8.98,"NONPOINT","2002",5635780.49823926
"418","24510","2102006000","PM25-PRI",0.67,"NONPOINT","2002",5635780.49823926
"419","24510","2102011000","PM25-PRI",0.35,"NONPOINT","2002",5635780.49823926
"420","24510","2104002000","PM25-PRI",10.2,"NONPOINT","2002",5635780.49823926
"421","24510","2104004000","PM25-PRI",22.82,"NONPOINT","2002",5635780.49823926
"422","24510","2104006000","PM25-PRI",3.11,"NONPOINT","2002",5635780.49823926
"423","24510","2104007000","PM25-PRI",0.06,"NONPOINT","2002",5635780.49823926
"424","24510","220100117B","PM25-PRI",0.01,"ON-ROAD","2002",5635780.49823926
"425","24510","220100117T","PM25-PRI",0.0042681471,"ON-ROAD","2002",5635780.49823926
"426","24510","220100117X","PM25-PRI",0.01,"ON-ROAD","2002",5635780.49823926
"427","24510","220100119B","PM25-PRI",0.01,"ON-ROAD","2002",5635780.49823926
"428","24510","220100119T","PM25-PRI",0.0064291857,"ON-ROAD","2002",5635780.49823926
"429","24510","220100119X","PM25-PRI",0.01,"ON-ROAD","2002",5635780.49823926
"430","24510","220100121B","PM25-PRI",0.0058187723,"ON-ROAD","2002",5635780.49823926
"431","24510","220100121T","PM25-PRI",0.002185234,"ON-ROAD","2002",5635780.49823926
"432","24510","220100121X","PM25-PRI",0.0066259081,"ON-ROAD","2002",5635780.49823926
"433","24510","220100123B","PM25-PRI",2.95,"ON-ROAD","2002",5635780.49823926
"434","24510","220100123T","PM25-PRI",1.11,"ON-ROAD","2002",5635780.49823926
"435","24510","220100123X","PM25-PRI",3.19,"ON-ROAD","2002",5635780.49823926
"436","24510","220100125B","PM25-PRI",0.41,"ON-ROAD","2002",5635780.49823926
"437","24510","220100125T","PM25-PRI",0.15,"ON-ROAD","2002",5635780.49823926
"438","24510","220100125X","PM25-PRI",0.45,"ON-ROAD","2002",5635780.49823926
"439","24510","220100127B","PM25-PRI",3.53,"ON-ROAD","2002",5635780.49823926
"440","24510","220100127T","PM25-PRI",1.32,"ON-ROAD","2002",5635780.49823926
"441","24510","220100127X","PM25-PRI",4.23,"ON-ROAD","2002",5635780.49823926
"442","24510","220100129B","PM25-PRI",2.2,"ON-ROAD","2002",5635780.49823926
"443","24510","220100129T","PM25-PRI",0.82,"ON-ROAD","2002",5635780.49823926
"444","24510","220100129X","PM25-PRI",2.64,"ON-ROAD","2002",5635780.49823926
"445","24510","220100131B","PM25-PRI",0.65,"ON-ROAD","2002",5635780.49823926
"446","24510","220100131T","PM25-PRI",0.24,"ON-ROAD","2002",5635780.49823926
"447","24510","220100131X","PM25-PRI",0.78,"ON-ROAD","2002",5635780.49823926
"448","24510","220100133B","PM25-PRI",1.05,"ON-ROAD","2002",5635780.49823926
"449","24510","220100133T","PM25-PRI",0.39,"ON-ROAD","2002",5635780.49823926
"450","24510","220100133X","PM25-PRI",1.39,"ON-ROAD","2002",5635780.49823926
"451","24510","220102017B","PM25-PRI",0.007416567,"ON-ROAD","2002",5635780.49823926
"452","24510","220102017T","PM25-PRI",0.0027785913,"ON-ROAD","2002",5635780.49823926
"453","24510","220102017X","PM25-PRI",0.0095158695,"ON-ROAD","2002",5635780.49823926
"454","24510","220102019B","PM25-PRI",0.01,"ON-ROAD","2002",5635780.49823926
"455","24510","220102019T","PM25-PRI",0.0041847819,"ON-ROAD","2002",5635780.49823926
"456","24510","220102019X","PM25-PRI",0.01,"ON-ROAD","2002",5635780.49823926
"457","24510","220102021B","PM25-PRI",0.0037984154,"ON-ROAD","2002",5635780.49823926
"458","24510","220102021T","PM25-PRI",0.0014230633,"ON-ROAD","2002",5635780.49823926
"459","24510","220102021X","PM25-PRI",0.0050188399,"ON-ROAD","2002",5635780.49823926
"460","24510","220102023B","PM25-PRI",1.92,"ON-ROAD","2002",5635780.49823926
"461","24510","220102023T","PM25-PRI",0.72,"ON-ROAD","2002",5635780.49823926
"462","24510","220102023X","PM25-PRI",2.48,"ON-ROAD","2002",5635780.49823926
"463","24510","220102025B","PM25-PRI",0.27,"ON-ROAD","2002",5635780.49823926
"464","24510","220102025T","PM25-PRI",0.1,"ON-ROAD","2002",5635780.49823926
"465","24510","220102025X","PM25-PRI",0.35,"ON-ROAD","2002",5635780.49823926
"466","24510","220102027B","PM25-PRI",2.3,"ON-ROAD","2002",5635780.49823926
"467","24510","220102027T","PM25-PRI",0.86,"ON-ROAD","2002",5635780.49823926
"468","24510","220102027X","PM25-PRI",3.13,"ON-ROAD","2002",5635780.49823926
"469","24510","220102029B","PM25-PRI",1.44,"ON-ROAD","2002",5635780.49823926
"470","24510","220102029T","PM25-PRI",0.53,"ON-ROAD","2002",5635780.49823926
"471","24510","220102029X","PM25-PRI",1.95,"ON-ROAD","2002",5635780.49823926
"472","24510","220102031B","PM25-PRI",0.42,"ON-ROAD","2002",5635780.49823926
"473","24510","220102031T","PM25-PRI",0.16,"ON-ROAD","2002",5635780.49823926
"474","24510","220102031X","PM25-PRI",0.58,"ON-ROAD","2002",5635780.49823926
"475","24510","220102033B","PM25-PRI",0.68,"ON-ROAD","2002",5635780.49823926
"476","24510","220102033T","PM25-PRI",0.25,"ON-ROAD","2002",5635780.49823926
"477","24510","220102033X","PM25-PRI",0.98,"ON-ROAD","2002",5635780.49823926
"478","24510","220104017B","PM25-PRI",0.0025547758,"ON-ROAD","2002",5635780.49823926
"479","24510","220104017T","PM25-PRI",0.0009580249,"ON-ROAD","2002",5635780.49823926
"480","24510","220104017X","PM25-PRI",0.0041587997,"ON-ROAD","2002",5635780.49823926
"481","24510","220104019B","PM25-PRI",0.0038504704,"ON-ROAD","2002",5635780.49823926
"482","24510","220104019T","PM25-PRI",0.0014439022,"ON-ROAD","2002",5635780.49823926
"483","24510","220104019X","PM25-PRI",0.0063773859,"ON-ROAD","2002",5635780.49823926
"484","24510","220104021B","PM25-PRI",0.0013085064,"ON-ROAD","2002",5635780.49823926
"485","24510","220104021T","PM25-PRI",0.0004906817,"ON-ROAD","2002",5635780.49823926
"486","24510","220104021X","PM25-PRI",0.0021672288,"ON-ROAD","2002",5635780.49823926
"487","24510","220104023B","PM25-PRI",0.66,"ON-ROAD","2002",5635780.49823926
"488","24510","220104023T","PM25-PRI",0.24,"ON-ROAD","2002",5635780.49823926
"489","24510","220104023X","PM25-PRI",1.08,"ON-ROAD","2002",5635780.49823926
"490","24510","220104025B","PM25-PRI",0.09,"ON-ROAD","2002",5635780.49823926
"491","24510","220104025T","PM25-PRI",0.03,"ON-ROAD","2002",5635780.49823926
"492","24510","220104025X","PM25-PRI",0.15,"ON-ROAD","2002",5635780.49823926
"493","24510","220104027B","PM25-PRI",0.79,"ON-ROAD","2002",5635780.49823926
"494","24510","220104027T","PM25-PRI",0.29,"ON-ROAD","2002",5635780.49823926
"495","24510","220104027X","PM25-PRI",1.33,"ON-ROAD","2002",5635780.49823926
"496","24510","220104029B","PM25-PRI",0.49,"ON-ROAD","2002",5635780.49823926
"497","24510","220104029T","PM25-PRI",0.18,"ON-ROAD","2002",5635780.49823926
"498","24510","220104029X","PM25-PRI",0.83,"ON-ROAD","2002",5635780.49823926
"499","24510","220104031B","PM25-PRI",0.14,"ON-ROAD","2002",5635780.49823926
"500","24510","220104031T","PM25-PRI",0.05,"ON-ROAD","2002",5635780.49823926
"501","24510","220104031X","PM25-PRI",0.24,"ON-ROAD","2002",5635780.49823926
"502","24510","220104033B","PM25-PRI",0.23,"ON-ROAD","2002",5635780.49823926
"503","24510","220104033T","PM25-PRI",0.08,"ON-ROAD","2002",5635780.49823926
"504","24510","220104033X","PM25-PRI",0.41,"ON-ROAD","2002",5635780.49823926
"505","24510","220107017B","PM25-PRI",0.0005447852,"ON-ROAD","2002",5635780.49823926
"506","24510","220107017T","PM25-PRI",0.0002238227,"ON-ROAD","2002",5635780.49823926
"507","24510","220107017X","PM25-PRI",0.0063873518,"ON-ROAD","2002",5635780.49823926
"508","24510","220107019B","PM25-PRI",0.0007506884,"ON-ROAD","2002",5635780.49823926
"509","24510","220107019T","PM25-PRI",0.0003083914,"ON-ROAD","2002",5635780.49823926
"510","24510","220107019X","PM25-PRI",0.0088013468,"ON-ROAD","2002",5635780.49823926
"511","24510","220107021B","PM25-PRI",0.0002251183,"ON-ROAD","2002",5635780.49823926
"512","24510","220107021T","PM25-PRI",9.24501e-05,"ON-ROAD","2002",5635780.49823926
"513","24510","220107021X","PM25-PRI",0.0026393421,"ON-ROAD","2002",5635780.49823926
"514","24510","220107023B","PM25-PRI",0.11,"ON-ROAD","2002",5635780.49823926
"515","24510","220107023T","PM25-PRI",0.04,"ON-ROAD","2002",5635780.49823926
"516","24510","220107023X","PM25-PRI",1.29,"ON-ROAD","2002",5635780.49823926
"517","24510","220107025B","PM25-PRI",0.0082553677,"ON-ROAD","2002",5635780.49823926
"518","24510","220107025T","PM25-PRI",0.0033916917,"ON-ROAD","2002",5635780.49823926
"519","24510","220107025X","PM25-PRI",0.09,"ON-ROAD","2002",5635780.49823926
"520","24510","220107027B","PM25-PRI",0.1,"ON-ROAD","2002",5635780.49823926
"521","24510","220107027T","PM25-PRI",0.04,"ON-ROAD","2002",5635780.49823926
"522","24510","220107027X","PM25-PRI",1.27,"ON-ROAD","2002",5635780.49823926
"523","24510","220107029B","PM25-PRI",0.06,"ON-ROAD","2002",5635780.49823926
"524","24510","220107029T","PM25-PRI",0.02,"ON-ROAD","2002",5635780.49823926
"525","24510","220107029X","PM25-PRI",0.71,"ON-ROAD","2002",5635780.49823926
"526","24510","220107031B","PM25-PRI",0.02,"ON-ROAD","2002",5635780.49823926
"527","24510","220107031T","PM25-PRI",0.0086587332,"ON-ROAD","2002",5635780.49823926
"528","24510","220107031X","PM25-PRI",0.24,"ON-ROAD","2002",5635780.49823926
"529","24510","220107033B","PM25-PRI",0.04,"ON-ROAD","2002",5635780.49823926
"530","24510","220107033T","PM25-PRI",0.01,"ON-ROAD","2002",5635780.49823926
"531","24510","220107033X","PM25-PRI",0.55,"ON-ROAD","2002",5635780.49823926
"532","24510","220108017B","PM25-PRI",0.0002385814,"ON-ROAD","2002",5635780.49823926
"533","24510","220108017T","PM25-PRI",4.48407e-05,"ON-ROAD","2002",5635780.49823926
"534","24510","220108017X","PM25-PRI",0.0006558844,"ON-ROAD","2002",5635780.49823926
"535","24510","220108019B","PM25-PRI",0.000128947,"ON-ROAD","2002",5635780.49823926
"536","24510","220108019T","PM25-PRI",2.42352e-05,"ON-ROAD","2002",5635780.49823926
"537","24510","220108019X","PM25-PRI",0.000357247,"ON-ROAD","2002",5635780.49823926
"538","24510","220108021B","PM25-PRI",0.000128947,"ON-ROAD","2002",5635780.49823926
"539","24510","220108021T","PM25-PRI",2.42352e-05,"ON-ROAD","2002",5635780.49823926
"540","24510","220108021X","PM25-PRI",0.000357247,"ON-ROAD","2002",5635780.49823926
"541","24510","220108023B","PM25-PRI",0.05,"ON-ROAD","2002",5635780.49823926
"542","24510","220108023T","PM25-PRI",0.01,"ON-ROAD","2002",5635780.49823926
"543","24510","220108023X","PM25-PRI",0.15,"ON-ROAD","2002",5635780.49823926
"544","24510","220108025B","PM25-PRI",0.0014615223,"ON-ROAD","2002",5635780.49823926
"545","24510","220108025T","PM25-PRI",0.0002747518,"ON-ROAD","2002",5635780.49823926
"546","24510","220108025X","PM25-PRI",0.0040184911,"ON-ROAD","2002",5635780.49823926
"547","24510","220108027B","PM25-PRI",0.01,"ON-ROAD","2002",5635780.49823926
"548","24510","220108027T","PM25-PRI",0.0035031646,"ON-ROAD","2002",5635780.49823926
"549","24510","220108027X","PM25-PRI",0.05,"ON-ROAD","2002",5635780.49823926
"550","24510","220108029B","PM25-PRI",0.01,"ON-ROAD","2002",5635780.49823926
"551","24510","220108029T","PM25-PRI",0.0019071438,"ON-ROAD","2002",5635780.49823926
"552","24510","220108029X","PM25-PRI",0.02,"ON-ROAD","2002",5635780.49823926
"553","24510","220108031B","PM25-PRI",0.0060180689,"ON-ROAD","2002",5635780.49823926
"554","24510","220108031T","PM25-PRI",0.0011313564,"ON-ROAD","2002",5635780.49823926
"555","24510","220108031X","PM25-PRI",0.01,"ON-ROAD","2002",5635780.49823926
"556","24510","220108033B","PM25-PRI",0.0068348068,"ON-ROAD","2002",5635780.49823926
"557","24510","220108033T","PM25-PRI",0.0012848976,"ON-ROAD","2002",5635780.49823926
"558","24510","220108033X","PM25-PRI",0.01,"ON-ROAD","2002",5635780.49823926
"559","24510","223000117B","PM25-PRI",3.00316e-05,"ON-ROAD","2002",5635780.49823926
"560","24510","223000117T","PM25-PRI",1.12718e-05,"ON-ROAD","2002",5635780.49823926
"561","24510","223000117X","PM25-PRI",0.0010904539,"ON-ROAD","2002",5635780.49823926
"562","24510","223000119B","PM25-PRI",4.29022e-05,"ON-ROAD","2002",5635780.49823926
"563","24510","223000119T","PM25-PRI",1.61026e-05,"ON-ROAD","2002",5635780.49823926
"564","24510","223000119X","PM25-PRI",0.0015577915,"ON-ROAD","2002",5635780.49823926
"565","24510","223000121B","PM25-PRI",1.50452e-05,"ON-ROAD","2002",5635780.49823926
"566","24510","223000121T","PM25-PRI",5.6469494e-06,"ON-ROAD","2002",5635780.49823926
"567","24510","223000121X","PM25-PRI",0.000546294,"ON-ROAD","2002",5635780.49823926
"568","24510","223000123B","PM25-PRI",0.0074050226,"ON-ROAD","2002",5635780.49823926
"569","24510","223000123T","PM25-PRI",0.0027793076,"ON-ROAD","2002",5635780.49823926
"570","24510","223000123X","PM25-PRI",0.26,"ON-ROAD","2002",5635780.49823926
"571","24510","223000125B","PM25-PRI",0.0010490028,"ON-ROAD","2002",5635780.49823926
"572","24510","223000125T","PM25-PRI",0.0003937194,"ON-ROAD","2002",5635780.49823926
"573","24510","223000125X","PM25-PRI",0.03,"ON-ROAD","2002",5635780.49823926
"574","24510","223000127B","PM25-PRI",0.0088465651,"ON-ROAD","2002",5635780.49823926
"575","24510","223000127T","PM25-PRI",0.0033203542,"ON-ROAD","2002",5635780.49823926
"576","24510","223000127X","PM25-PRI",0.32,"ON-ROAD","2002",5635780.49823926
"577","24510","223000129B","PM25-PRI",0.0055301757,"ON-ROAD","2002",5635780.49823926
"578","24510","223000129T","PM25-PRI",0.0020756239,"ON-ROAD","2002",5635780.49823926
"579","24510","223000129X","PM25-PRI",0.2,"ON-ROAD","2002",5635780.49823926
"580","24510","223000131B","PM25-PRI",0.0016452944,"ON-ROAD","2002",5635780.49823926
"581","24510","223000131T","PM25-PRI",0.0006175233,"ON-ROAD","2002",5635780.49823926
"582","24510","223000131X","PM25-PRI",0.05,"ON-ROAD","2002",5635780.49823926
"583","24510","223000133B","PM25-PRI",0.0026321185,"ON-ROAD","2002",5635780.49823926
"584","24510","223000133T","PM25-PRI",0.000987905,"ON-ROAD","2002",5635780.49823926
"585","24510","223000133X","PM25-PRI",0.09,"ON-ROAD","2002",5635780.49823926
"586","24510","223006017B","PM25-PRI",0.0001158591,"ON-ROAD","2002",5635780.49823926
"587","24510","223006017T","PM25-PRI",4.34206e-05,"ON-ROAD","2002",5635780.49823926
"588","24510","223006017X","PM25-PRI",0.0031952443,"ON-ROAD","2002",5635780.49823926
"589","24510","223006019B","PM25-PRI",0.0001737593,"ON-ROAD","2002",5635780.49823926
"590","24510","223006019T","PM25-PRI",6.512e-05,"ON-ROAD","2002",5635780.49823926
"591","24510","223006019X","PM25-PRI",0.0047920388,"ON-ROAD","2002",5635780.49823926
"592","24510","223006021B","PM25-PRI",5.5784e-05,"ON-ROAD","2002",5635780.49823926
"593","24510","223006021T","PM25-PRI",2.09062e-05,"ON-ROAD","2002",5635780.49823926
"594","24510","223006021X","PM25-PRI",0.0015384262,"ON-ROAD","2002",5635780.49823926
"595","24510","223006023B","PM25-PRI",0.02,"ON-ROAD","2002",5635780.49823926
"596","24510","223006023T","PM25-PRI",0.01,"ON-ROAD","2002",5635780.49823926
"597","24510","223006023X","PM25-PRI",0.81,"ON-ROAD","2002",5635780.49823926
"598","24510","223006025B","PM25-PRI",0.0042095644,"ON-ROAD","2002",5635780.49823926
"599","24510","223006025T","PM25-PRI",0.0015775673,"ON-ROAD","2002",5635780.49823926
"600","24510","223006025X","PM25-PRI",0.11,"ON-ROAD","2002",5635780.49823926
"601","24510","223006027B","PM25-PRI",0.03,"ON-ROAD","2002",5635780.49823926
"602","24510","223006027T","PM25-PRI",0.01,"ON-ROAD","2002",5635780.49823926
"603","24510","223006027X","PM25-PRI",0.97,"ON-ROAD","2002",5635780.49823926
"604","24510","223006029B","PM25-PRI",0.02,"ON-ROAD","2002",5635780.49823926
"605","24510","223006029T","PM25-PRI",0.0083107536,"ON-ROAD","2002",5635780.49823926
"606","24510","223006029X","PM25-PRI",0.61,"ON-ROAD","2002",5635780.49823926
"607","24510","223006031B","PM25-PRI",0.0065997062,"ON-ROAD","2002",5635780.49823926
"608","24510","223006031T","PM25-PRI",0.0024732855,"ON-ROAD","2002",5635780.49823926
"609","24510","223006031X","PM25-PRI",0.18,"ON-ROAD","2002",5635780.49823926
"610","24510","223006033B","PM25-PRI",0.0072090416,"ON-ROAD","2002",5635780.49823926
"611","24510","223006033T","PM25-PRI",0.0027016382,"ON-ROAD","2002",5635780.49823926
"612","24510","223006033X","PM25-PRI",0.19,"ON-ROAD","2002",5635780.49823926
"613","24510","223007117B","PM25-PRI",0.0001416678,"ON-ROAD","2002",5635780.49823926
"614","24510","223007117T","PM25-PRI",5.30984e-05,"ON-ROAD","2002",5635780.49823926
"615","24510","223007117X","PM25-PRI",0.0044746195,"ON-ROAD","2002",5635780.49823926
"616","24510","223007119B","PM25-PRI",0.0001910663,"ON-ROAD","2002",5635780.49823926
"617","24510","223007119T","PM25-PRI",7.16135e-05,"ON-ROAD","2002",5635780.49823926
"618","24510","223007119X","PM25-PRI",0.0060348856,"ON-ROAD","2002",5635780.49823926
"619","24510","223007121B","PM25-PRI",5.79844e-05,"ON-ROAD","2002",5635780.49823926
"620","24510","223007121T","PM25-PRI",2.17331e-05,"ON-ROAD","2002",5635780.49823926
"621","24510","223007121X","PM25-PRI",0.0018314549,"ON-ROAD","2002",5635780.49823926
"622","24510","223007123B","PM25-PRI",0.02,"ON-ROAD","2002",5635780.49823926
"623","24510","223007123T","PM25-PRI",0.01,"ON-ROAD","2002",5635780.49823926
"624","24510","223007123X","PM25-PRI",0.89,"ON-ROAD","2002",5635780.49823926
"625","24510","223007125B","PM25-PRI",0.0020949614,"ON-ROAD","2002",5635780.49823926
"626","24510","223007125T","PM25-PRI",0.0007852185,"ON-ROAD","2002",5635780.49823926
"627","24510","223007125X","PM25-PRI",0.06,"ON-ROAD","2002",5635780.49823926
"628","24510","223007127B","PM25-PRI",0.02,"ON-ROAD","2002",5635780.49823926
"629","24510","223007127T","PM25-PRI",0.01,"ON-ROAD","2002",5635780.49823926
"630","24510","223007127X","PM25-PRI",0.87,"ON-ROAD","2002",5635780.49823926
"631","24510","223007129B","PM25-PRI",0.01,"ON-ROAD","2002",5635780.49823926
"632","24510","223007129T","PM25-PRI",0.0057958161,"ON-ROAD","2002",5635780.49823926
"633","24510","223007129X","PM25-PRI",0.48,"ON-ROAD","2002",5635780.49823926
"634","24510","223007131B","PM25-PRI",0.0053361402,"ON-ROAD","2002",5635780.49823926
"635","24510","223007131T","PM25-PRI",0.0020000553,"ON-ROAD","2002",5635780.49823926
"636","24510","223007131X","PM25-PRI",0.16,"ON-ROAD","2002",5635780.49823926
"637","24510","223007133B","PM25-PRI",0.01,"ON-ROAD","2002",5635780.49823926
"638","24510","223007133T","PM25-PRI",0.00454558,"ON-ROAD","2002",5635780.49823926
"639","24510","223007133X","PM25-PRI",0.38,"ON-ROAD","2002",5635780.49823926
"640","24510","223007217B","PM25-PRI",9.87301e-05,"ON-ROAD","2002",5635780.49823926
"641","24510","223007217T","PM25-PRI",5.55102e-05,"ON-ROAD","2002",5635780.49823926
"642","24510","223007217X","PM25-PRI",0.0026898162,"ON-ROAD","2002",5635780.49823926
"643","24510","223007219B","PM25-PRI",0.000133071,"ON-ROAD","2002",5635780.49823926
"644","24510","223007219T","PM25-PRI",7.48181e-05,"ON-ROAD","2002",5635780.49823926
"645","24510","223007219X","PM25-PRI",0.0036254664,"ON-ROAD","2002",5635780.49823926
"646","24510","223007221B","PM25-PRI",4.28673e-05,"ON-ROAD","2002",5635780.49823926
"647","24510","223007221T","PM25-PRI",2.41018e-05,"ON-ROAD","2002",5635780.49823926
"648","24510","223007221X","PM25-PRI",0.0011678978,"ON-ROAD","2002",5635780.49823926
"649","24510","223007223B","PM25-PRI",0.01,"ON-ROAD","2002",5635780.49823926
"650","24510","223007223T","PM25-PRI",0.01,"ON-ROAD","2002",5635780.49823926
